,EudraCT Number:,Country,Member State,Start Date,End Date,Trial Status:,Therapeutic area,Main objective of the trial,Trial Scope,Trial Phase,Age Group,Gender
60983,2017-001357-14,Germany,Germany - BfArM,2017-07-27,2021-10-21,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],"To evaluate whether the improvement of cognitive functioning in schizophrenia via the combination of varenicline and trancranial direct current stimulation is superior to the stimulation with varenicline or tDCS alone. Evaluation, ob bei Patienten mit einer Schizophrenie die Kombination aus transkranieller Gleichstromstimulation (tDCS) und nikotinerger Stimulation durch Vareniclin (Partialagonist an α4β2 Nikotinrezeptoren) effektiver in der Verbesserung kognitiver Funktionen als die tDCS oder Vareniclin alleine ist.","Therapy, Efficacy",Therapeutic exploratory (Phase II),Adults (18-64 years),"Female, Male"
61204,2017-000818-34,United Kingdom,Bulgarian Drug Agency,2019-07-08,2021-02-11,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],1) To evaluate the efficacy and safety of cariprazine at a target dose of 4.5 mg/d compared with placebo in prevention of relapse in patients with schizophrenia; 2) To evaluate the efficacy and safety of cariprazine at a target dose of 3.0 mg/d compared with placebo in prevention of relapse in patients with schizophrenia who were initially stabilized on a target dose of 4.5 mg/d,"Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
61213,2018-001619-65,United States,Bulgarian Drug Agency,2018-07-23,2020-12-03,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],The primary objective of this study is to evaluate the efficacy of TV-46000 during maintenance treatment in adult patients with schizophrenia.,"Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
61215,2017-000818-34,United Kingdom,Romania - National Agency for Medicines and Medical Devices,2022-03-15,,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],1) To evaluate the efficacy and safety of cariprazine at a target dose of 4.5 mg/d compared with placebo in prevention of relapse in patients with schizophrenia; 2) To evaluate the efficacy and safety of cariprazine at a target dose of 3.0 mg/d compared with placebo in prevention of relapse in patients with schizophrenia who were initially stabilized on a target dose of 4.5 mg/d,"Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
61252,2016-003435-38,United States,Spain - AEMPS,2017-05-29,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the long-term safety and tolerability of pimavanserin after 52 weeks of adjunctive treatment in subjects with schizophrenia Evaluar la seguridad y la tolerabilidad a largo plazo de la pimavanserina después de 52 semanas de tratamiento complementario en pacientes con esquizofrenia,Safety,Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
61256,2016-003435-38,United States,Croatia - MIZ,2022-05-04,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the long-term safety and tolerability of pimavanserin after 52 weeks of adjunctive treatment in subjects with schizophrenia,Safety,Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
61265,2016-003435-38,United States,Lithuania - SMCA,2018-05-29,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the long-term safety and tolerability of pimavanserin after 52 weeks of adjunctive treatment in subjects with schizophrenia,Safety,Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
61268,2016-003435-38,United States,Germany - BfArM,2017-09-19,,Prematurely Ended,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the long-term safety and tolerability of pimavanserin after 52 weeks of adjunctive treatment in subjects with schizophrenia,Safety,Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
61272,2016-003435-38,United States,Italy - Italian Medicines Agency,2021-10-18,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the long-term safety and tolerability of pimavanserin after 52 weeks of adjunctive treatment in subjects with schizophrenia Valutare la sicurezza e la tollerabilità a lungo termine della pimavanserina dopo 52 settimane di trattamento aggiuntivo in soggetti con schizofrenia,Safety,Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
61279,2016-003435-38,United States,Czechia - SUKL,2017-06-02,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the long-term safety and tolerability of pimavanserin after 52 weeks of adjunctive treatment in subjects with schizophrenia,Safety,Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
61284,2016-003435-38,United States,Poland - Office for Medicinal Products,2018-06-25,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the long-term safety and tolerability of pimavanserin after 52 weeks of adjunctive treatment in subjects with schizophrenia,Safety,Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
61286,2016-003435-38,United States,Hungary - National Institute of Pharmacy,2017-02-20,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the long-term safety and tolerability of pimavanserin after 52 weeks of adjunctive treatment in subjects with schizophrenia,Safety,Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
61301,2016-003435-38,United States,Bulgarian Drug Agency,2017-05-31,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],To evaluate the long-term safety and tolerability of pimavanserin after 52 weeks of adjunctive treatment in subjects with schizophrenia,Safety,Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
61332,2022-001244-15,France,France - ANSM,2022-10-24,,,Psychiatry and Psychology [F] - Mental Disorders [F03],"The main objective of this study is to assess the effect of a composite personalised care (CPC), based on biological tests and clinical profile, including (A) adaptation of add-on neuroprotective medications, (B) digital cognitive reinforcement (A+B) or their combination, on functional outcome at three months in patients with early psychosis and patients at UHR for psychosis. All CPCs are associated to the standard of care ‘treatment as usual’ (TAU: psychoeducation and in FEP only antipsychotic) and compared to the control arm receiving treatment as usual (TAU) only.","Therapy, Efficacy",Therapeutic confirmatory (Phase III),"Adolescents (12-17 years), Adults (18-64 years)","Female, Male"
61428,2020-000102-28,Denmark,Denmark - DHMA,2020-03-13,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],"The objective of this study is to investigate long term (52 weeks) effects of semaglutide once-weekly vs. semaglutide placebo once-weekly on the metabolic state in prediabetic or diabetic patients with a diagnose of schizophrenia, aged 18 years to 65 years who have initiated treatment with clozapine or olanzapine.","Prophylaxis, Therapy, Safety, Efficacy",Therapeutic use (Phase IV),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
61440,2019-000063-24,United States,France - ANSM,2019-05-14,2021-12-02,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],The primary objective of the study is to evaluate the long-term safety and tolerability of TV-46000 administered in adult and adolescent patients with schizophrenia. L’objectif principal de cette étude est d’évaluer la sécurité et la tolérance à long terme du TV-46000 administré à des patients adultes et adolescents atteints de schizophrénie.,Safety,Therapeutic confirmatory (Phase III),"Adolescents (12-17 years), Adults (18-64 years)","Female, Male"
61480,2019-000063-24,United States,Bulgarian Drug Agency,2019-08-22,2021-12-02,Completed,Psychiatry and Psychology [F] - Mental Disorders [F03],The primary objective of the study is to evaluate the long-term safety and tolerability of TV-46000 administered in adult and adolescent patients with schizophrenia.,Safety,Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
61487,2021-002572-39,Germany,Germany - BfArM,2021-12-17,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],"The primary objective is to investigate improvements in psychopathology in patients with schizophrenia spectrum disorders having an inflammatory blood profile randomized to either Celecoxib or placebo  Der primäre Endpunkt ist die Verbesserung der Psychopathologie bei Patienten mit einer Schizophrenie mit inflammatorischem Zytokin-Profil, die nach Randomisierung entweder Celecoxib oder Placebo erhalten haben.","Therapy, Safety",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
61498,2021-005388-32,United States,Poland - Office for Medicinal Products,2022-06-10,,,Psychiatry and Psychology [F] - Mental Disorders [F03],Primary objective  • To evaluate the long-term safety and tolerability of pimavanserin after 52 weeks of treatment in children and adolescents with ASD,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
61501,2021-005388-32,United States,Spain - AEMPS,2022-05-12,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],Primary objective  • To evaluate the long-term safety and tolerability of pimavanserin after 52 weeks of treatment in children and adolescents with ASD Objetivo principal  • Evaluar la seguridad y tolerabilidad a largo plazo de la pimavanserina en niños y adolescentes con TEA tras 52 semanas de tratamiento.,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
61502,2021-005388-32,United States,Hungary - National Institute of Pharmacy,2022-05-18,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],Primary objective  • To evaluate the long-term safety and tolerability of pimavanserin after 52 weeks of treatment in children and adolescents with ASD Elsődleges célkitűzés • A pimavanszerin hosszú távú biztonságosságának és tolerálhatóságának értékelése 52 hetes kezelés után ASDs gyermekeknél és serdülőknél,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
61525,2021-005388-32,United States,France - ANSM,2022-05-10,,,Psychiatry and Psychology [F] - Mental Disorders [F03],Primary objective  • To evaluate the long-term safety and tolerability of pimavanserin after 52 weeks of treatment in children and adolescents with ASD Objectif principal  •Évaluer la sécurité et la tolérabilité à long terme de la pimavansérine après 52 semaines de traitement chez les enfants et adolescents atteints de TSA,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
61572,2021-005387-22,United States,Poland - Office for Medicinal Products,2022-06-08,,,Psychiatry and Psychology [F] - Mental Disorders [F03],Primary efficacy objective • To evaluate the efficacy of pimavanserin compared with placebo in the treatment of irritability associated with ASD in children and adolescents Safety objective • To evaluate the safety and tolerability of pimavanserin compared with placebo in the treatment of irritability associated with ASD in children and adolescents Pharmacokinetic objective • To characterize the pharmacokinetics (PK) of pimavanserin in children and adolescents with ASD Pharmacokinetic/pharmacodynamic objective • To characterize the pharmacokinetic/ pharmacodynamic (PK/PD) relationship of pimavanserin for the treatment of irritability associated with ASD in children and adolescents,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
61574,2021-005387-22,United States,Spain - AEMPS,2022-02-03,,Ongoing,Psychiatry and Psychology [F] - Mental Disorders [F03],Primary efficacy objective • To evaluate the efficacy of pimavanserin compared with placebo in the treatment of irritability associated with ASD in children and adolescents Safety objective • To evaluate the safety and tolerability of pimavanserin compared with placebo in the treatment of irritability associated with ASD in children and adolescents Pharmacokinetic objective • To characterize the pharmacokinetics (PK) of pimavanserin in children and adolescents with ASD Pharmacokinetic/pharmacodynamic objective • To characterize the pharmacokinetic/ pharmacodynamic (PK/PD) relationship of pimavanserin for the treatment of irritability associated with ASD in children and adolescents Objetivo principal de eficacia • Evaluar la eficacia de la pimavanserina en comparación con el placebo para el tratamiento de la irritabilidad asociada al TEA en niños y adolescentes. Objetivo de seguridad • Evaluar la seguridad y la tolerabilidad de la pimavanserina en comparación con el placebo para el tratamiento de la irritabilidad asociada al TEA en niños y adolescentes. Objetivo de farmacocinética • Caracterizar la farmacocinética (FC) de la pimavanserina en niños y adolescentes con TEA. Objetivo de farmacocinética/farmacodinámica • Caracterizar la relación farmacocinética/farmacodinámica (FC/FD) de la pimavanserina para el tratamiento de la irritabilidad asociada al TEA en niños y adolescentes.,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
