,EudraCT Number:,Country,Member State,Start Date,End Date,Trial Status:,Therapeutic area,Main objective of the trial,Trial Scope,Trial Phase,Age Group,Gender
66435,2020-001461-36,Netherlands,Germany - PEI,2021-04-30,,Ongoing,Diseases [C] - Nervous System Diseases [C10],Evaluate the safety and tolerability of bilateral striatal delivery of AMT-130 as a total HTT gene lowering therapy in adult subjects with early manifest HD,"Therapy, Safety, Efficacy","Human pharmacology (Phase I), Therapeutic exploratory (Phase II)",Adults (18-64 years),"Female, Male"
66443,2020-001461-36,Netherlands,Poland - Office for Medicinal Products,2021-03-25,,Ongoing,Diseases [C] - Nervous System Diseases [C10],Evaluate the safety and tolerability of bilateral striatal delivery of AMT-130 as a total HTT gene lowering therapy in adult subjects with early manifest HD Pierwszorzędowym celem niniejszego badania jest wykazanie bezpieczeństwa i tolerancji produktu AMT-130 podawanego bezpośrednio do mózgu na podstawie oceny zmian parametrów bezpieczeństwa w okresie do 5 lat po leczeniu produktem AMT-130 u pacjentów z potwierdzoną genetycznie chorobą HD z wczesną manifestacją.,"Therapy, Safety, Efficacy","Human pharmacology (Phase I), Therapeutic exploratory (Phase II)",Adults (18-64 years),"Female, Male"
66473,2018-004331-71,United Kingdom,UK - MHRA,2019-01-14,,GB - no longer in EU/EEA,Diseases [C] - Nervous System Diseases [C10],The primary objective is to evaluate the efficacy of N-Acetyl-L-Leucine based on blinded raters’ clinical impression of change in severity (CI-CS) in the treatment of NPC.  In the Extension Phase: The primary objective is to evaluate the efficacy of N-Acetyl-L-Leucine based on blinded raters’ Clinical Impression of Change in Severity (CI-CS) in the long-term treatment of NPC,"Safety, Efficacy",Therapeutic exploratory (Phase II),"Children (2-11years), Adolescents (12-17 years), Adults (18-64 years), Elderly (>=65 years)","Female, Male"
66558,2021-002126-24,United States,Slovakia - SIDC (Slovak),2022-09-09,,Ongoing,Diseases [C] - Nervous System Diseases [C10],"The objective of Study SEP380-301 is to evaluate the efficacy, safety, and tolerability of SEP 4199 controlled release (CR) formulation given as monotherapy at fixed doses of 200 mg/day and 400 mg/day compared with placebo in the treatment of subjects with Major Depressive Episode associated with Bipolar I Disorder (Bipolar I Depression).  Primary Efficacy: Evaluate the efficacy of SEP-4199 CR in the reduction of depression symptoms, as measured using the Montgomery-Asberg Depression Rating Scale (MADRS).","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
66573,2021-002126-24,United States,Bulgarian Drug Agency,2021-12-14,,Ongoing,Diseases [C] - Nervous System Diseases [C10],"The objective of Study SEP380-301 is to evaluate the efficacy, safety, and tolerability of SEP 4199 controlled release (CR) formulation given as monotherapy at fixed doses of 200 mg/day and 400 mg/day compared with placebo in the treatment of subjects with Major Depressive Episode associated with Bipolar I Disorder (Bipolar I Depression).  Primary Efficacy: Evaluate the efficacy of SEP-4199 CR in the reduction of depression symptoms, as measured using the Montgomery-Asberg Depression Rating Scale (MADRS).","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
66653,2021-003528-33,Ireland,Poland - Office for Medicinal Products,2022-03-22,,Ongoing,Diseases [C] - Nervous System Diseases [C10],1. To characterize the PK of inebilizumab administered in pediatric subjects with NMOSD 2. To characterize the PD of inebilizumab administered in pediatric subjects with NMOSD 3. To assess the safety and tolerability of inebilizumab administered in pediatric subjects with NMOSD,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
66676,2021-003528-33,Ireland,Netherlands - Competent Authority,2023-02-16,,,Diseases [C] - Nervous System Diseases [C10],1. To characterize the PK of inebilizumab administered in pediatric subjects with NMOSD 2. To characterize the PD of inebilizumab administered in pediatric subjects with NMOSD 3. To assess the safety and tolerability of inebilizumab administered in pediatric subjects with NMOSD,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
66678,2021-003528-33,Ireland,Sweden - MPA,2022-05-02,,Ongoing,Diseases [C] - Nervous System Diseases [C10],1. To characterize the PK of inebilizumab administered in pediatric subjects with NMOSD 2. To characterize the PD of inebilizumab administered in pediatric subjects with NMOSD 3. To assess the safety and tolerability of inebilizumab administered in pediatric subjects with NMOSD,"Therapy, Safety, Efficacy",Therapeutic exploratory (Phase II),"Children (2-11years), Adolescents (12-17 years)","Female, Male"
66699,2021-002108-11,United States,Slovakia - SIDC (Slovak),2022-09-09,,Ongoing,Diseases [C] - Nervous System Diseases [C10],"To evaluate the long-term safety, tolerability, and effectiveness of SEP 4199 controlled release (CR) formulation at a flexible daily dose of 200 mg/day or 400 mg/day in subjects who previously completed a 6-week double-blind placebo-controlled lead-in study of SEP 4199 CR for the treatment of Major Depressive Episode associated with Bipolar I Disorder (Bipolar I Depression). Primary Objective: The primary objective of the current study is to evaluate long-term safety and tolerability of treatment with SEP-4199 CR 200-400 mg/day, as reflected in rates of adverse events (AE), discontinuations due to an AE, serious AEs (SAE), and adverse events of special interest (AESI).","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
66700,2015-002379-81,France,Germany - BfArM,2017-01-19,2018-03-22,Suspended by CA,Diseases [C] - Nervous System Diseases [C10],"The main objective of the study is to assess the long-term safety and tolerability of PXT3003 up to 2 years, and to increase the exposed population receiving PXT3003 for at least 9 months.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
66701,2020-001969-37,Denmark,Italy - Italian Medicines Agency,2021-05-20,,Ongoing,Diseases [C] - Nervous System Diseases [C10],The purpose of this study is to evaluate the efficacy of eptinezumab in patients with episodic Cluster Headache (eCH) L'obiettivo di questo studio è valutare l’efficacia di eptinezumab in pazienti con cefalea a grappolo episodica (eCH),"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
66704,2022-002818-16,"Korea, Republic of",France - ANSM,2022-11-04,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To determine the safety and tolerability of JM-010 from Baseline to Week 48. Safety and tolerability will be assessed in relation to the following: • Adverse events (AEs) • Clinical laboratory evaluations • 12-lead electrocardiogram (ECG) assessments • Vital signs • Columbia-Suicide Severity Rating Scale (C-SSRS),"Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
66707,2021-002686-18,Germany,Poland - Office for Medicinal Products,2021-11-04,,Ongoing,Diseases [C] - Nervous System Diseases [C10],Comparison of the success of a single administration of Staccato alprazolam compared with placebo both in rapidly terminating a seizure episode within 90 seconds and with no recurrence of seizure(s) up to 2 hours after investigational medicinal product (IMP) administration.,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adolescents (12-17 years), Adults (18-64 years), Elderly (>=65 years)","Female, Male"
66708,2021-002686-18,Germany,Bulgarian Drug Agency,2022-01-04,,,Diseases [C] - Nervous System Diseases [C10],Comparison of the success of a single administration of Staccato alprazolam compared with placebo both in rapidly terminating a seizure episode within 90 seconds and with no recurrence of seizure(s) up to 2 hours after investigational medicinal product (IMP) administration.,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adolescents (12-17 years), Adults (18-64 years), Elderly (>=65 years)","Female, Male"
66709,2021-002637-42,Germany,France - ANSM,2021-10-07,,Not Authorised,Diseases [C] - Nervous System Diseases [C10],Evaluation of the long-term safety and tolerability of Staccato alprazolam Évaluer la sécurité d’emploi et la tolérabilité à long terme de Staccato alprazolam,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adolescents (12-17 years), Adults (18-64 years), Elderly (>=65 years)","Female, Male"
66710,2020-001969-37,Denmark,Greece - EOF,2021-03-18,,Ongoing,Diseases [C] - Nervous System Diseases [C10],The purpose of this study is to evaluate the efficacy of eptinezumab in patients with episodic Cluster Headache (eCH),"Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
66716,2021-002108-11,United States,Bulgarian Drug Agency,2021-12-14,,Ongoing,Diseases [C] - Nervous System Diseases [C10],"To evaluate the long-term safety, tolerability, and effectiveness of SEP 4199 controlled release (CR) formulation at a flexible daily dose of 200 mg/day or 400 mg/day in subjects who previously completed a 6-week double-blind placebo-controlled lead-in study of SEP 4199 CR for the treatment of Major Depressive Episode associated with Bipolar I Disorder (Bipolar I Depression). Primary Objective: The primary objective of the current study is to evaluate long-term safety and tolerability of treatment with SEP-4199 CR 200-400 mg/day, as reflected in rates of adverse events (AE), discontinuations due to an AE, serious AEs (SAE), and adverse events of special interest (AESI).","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
66717,2015-002379-81,France,UK - MHRA,2017-06-12,,GB - no longer in EU/EEA,Diseases [C] - Nervous System Diseases [C10],"Period 1: The main objective of the study is to assess the long-term safety and tolerability of PXT3003 up to 2 years, and to increase the exposed population receiving PXT3003 for at least 9 months.  Period 2: For patients continuing after V9, the main objective will be to offer patients the opportunity to access to twice Dose 1 equivalent to Dose 2 of PXT3003, with a regular safety follow-up.","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adolescents (12-17 years), Adults (18-64 years), Elderly (>=65 years)","Female, Male"
66718,2015-002379-81,France,Belgium - FPS Health-DGM,2017-02-21,,Ongoing,Diseases [C] - Nervous System Diseases [C10],"Period 1: The main objective of the study is to assess the long-term safety and tolerability of PXT3003 up to 2 years, and to increase the exposed population receiving PXT3003 for at least 9 months.  Period 2: For patients continuing after V9, the main objective will be to offer patients the opportunity to access to twice Dose 1 equivalent to Dose 2 of PXT3003, with a regular safety follow-up","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
66720,2021-002637-42,Germany,Poland - Office for Medicinal Products,2021-11-23,,Ongoing,Diseases [C] - Nervous System Diseases [C10],Evaluation of the long-term safety and tolerability of Staccato alprazolam,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adolescents (12-17 years), Adults (18-64 years), Elderly (>=65 years)","Female, Male"
66721,2021-002686-18,Germany,Czechia - SUKL,2021-10-14,,Ongoing,Diseases [C] - Nervous System Diseases [C10],Comparison of the success of a single administration of Staccato alprazolam compared with placebo both in rapidly terminating a seizure episode within 90 seconds and with no recurrence of seizure(s) up to 2 hours after investigational medicinal product (IMP) administration.,"Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),"Adolescents (12-17 years), Adults (18-64 years), Elderly (>=65 years)","Female, Male"
66728,2015-002379-81,France,Netherlands - Competent Authority,2017-03-28,,Temporarily Halted,Diseases [C] - Nervous System Diseases [C10],"Period 1: The main objective of the study is to assess the long-term safety and tolerability of PXT3003 up to 2 years, and to increase the exposed population receiving PXT3003 for at least 9 months.  Period 2: For patients continuing after V9, the main objective will be to offer patients the opportunity to access to twice Dose 1 equivalent to Dose 2 of PXT3003, with a regular safety follow-up","Therapy, Safety, Efficacy",Therapeutic confirmatory (Phase III),Adults (18-64 years),"Female, Male"
66729,2022-002818-16,"Korea, Republic of",Spain - AEMPS,2022-11-11,,Ongoing,Diseases [C] - Nervous System Diseases [C10],To determine the safety and tolerability of JM-010 from Baseline to Week 48. Safety and tolerability will be assessed in relation to the following: • Adverse events (AEs) • Clinical laboratory evaluations • 12-lead electrocardiogram (ECG) assessments • Vital signs • Columbia-Suicide Severity Rating Scale (C-SSRS) Para determinar la seguridad y la tolerabilidad de JM-010 desde la visita basal hasta la semana 48. La seguridad y la tolerabilidad se evaluarán en relación con lo siguiente: •Eventos adversos (EA) •Evaluaciones de laboratorio clínico •Evaluaciones de electrocardiograma (ECG) de 12 derivaciones •Signos vitales •Escala de clasificación de la gravedad del suicidio de Columbia (C-SSRS),"Safety, Efficacy",Therapeutic exploratory (Phase II),"Adults (18-64 years), Elderly (>=65 years)","Female, Male"
